name,type,status,street,locality,town,county,postcode,website,phone,head_title,head_first_name,head_last_name,head_job_title,religion,gender,phase,opened_date,constituency,urn
Sir Jonathan North Girls' College,Academy converter,Open,Knighton Lane East,,Leicester,Leicestershire,LE2 6FU,https://www.sirjonathannorth.org.uk,1162708116.0,Mr,James,McKenna,Principal,Does not apply,Girls,Secondary,01/03/2019,Leicester South,146108
Saint Peters Catholic Voluntary Academy,Academy converter,Open,Mill Lane,Earl Shilton,,Leicestershire,LE9 7AW,www.stpetersprimary.org,1455843840.0,Mrs,Catherine,Murphy,Headteacher,Roman Catholic,Mixed,Primary,01/09/2018,Hinckley and Bosworth,146133
Saint Patrick's Catholic Voluntary Academy,Academy converter,Open,Harrison Road,,Leicester,Leicestershire,LE4 6QN,www.st-patricks.leicester.sch.uk,1162661149.0,Mrs,Charlotte,Lynch,Headteacher,Roman Catholic,Mixed,Primary,01/10/2018,Leicester East,146147
Christ the King Catholic Voluntary Academy,Academy converter,Open,Glenfield Road,,Leicester,Leicestershire,LE3 6DF,www.ctkleicester.co.uk,1162857261.0,Mrs,Annie,Carter,Headteacher,Roman Catholic,Mixed,Primary,01/09/2018,Leicester West,146158
Saint Francis Catholic Primary School,Academy converter,Open,Dalby Road,,Melton Mowbray,Leicestershire,LE13 0BP,http://www.st-francis.leics.sch.uk,1664562891.0,Mrs,Gosia,Brown,Headteacher,Roman Catholic,Mixed,Primary,01/09/2018,Melton and Syston,146180
"English Martyrs' Catholic School, A Voluntary Academy",Academy converter,Open,Anstey Lane,,Leicester,Leicestershire,LE4 0FJ,http://www.englishmartyrs.org/,1162428880.0,Principal,Mathew,Calen,Principal,Roman Catholic,Mixed,Secondary,01/09/2018,Leicester West,146196
"Holy Cross Catholic School, a Voluntary Academy",Academy converter,Open,Stonesby Avenue,,Leicester,Leicestershire,LE2 6TY,,1162833135.0,Mrs,Karen,McVea,Headteacher,Roman Catholic,Mixed,Primary,01/10/2018,Leicester South,146224
"St Paul's Catholic School, a Voluntary Academy",Academy converter,Open,Spencefield Lane,,Leicester,Leicestershire,LE5 6HN,http://www.st-pauls.leicester.sch.uk/,1162414057.0,Mrs,Shelley,Conaghan,Headteacher,Roman Catholic,Mixed,Secondary,01/09/2018,Leicester East,146232
Brookside Primary School,Academy converter,Open,School Green,East Leake,Loughborough,Leicestershire,LE12 6LG,www.brooksideprimary.co.uk/,1509820001.0,Mr,Gary,Kenny,Headteacher,Does not apply,Mixed,Primary,01/03/2020,Rushcliffe,146491
Arnesby Church of England Primary School,Academy converter,Open,Mill Hill Road,Arnesby,Leicester,Leicestershire,LE8 5WG,https://arnesby.embracemat.org,1162478563.0,Mrs,Ruth,James,Headteacher,Church of England,Mixed,Primary,01/04/2019,South Leicestershire,146602
St Peter's Church of England Primary School Whetstone,Academy converter,Open,Wale Road,Whetstone,Leicester,Leicestershire,LE8 6NJ,http://www.stpeterswhetstone.co.uk/,1162775750.0,Mr,Paul,Bolstridge,Headteacher,Church of England,Mixed,Primary,01/04/2019,South Leicestershire,146603
Sherrier Church of England Primary School,Academy converter,Open,Bitteswell Road,,Lutterworth,Leicestershire,LE17 4EX,www.sherrierprimaryschool.co.uk,1455552791.0,Miss,Lyndsey,Beckett,Headteacher,Church of England,Mixed,Primary,01/06/2019,South Leicestershire,146611
Manorfield Church of England Primary School,Academy converter,Open,Station Road,Stoney Stanton,Leicester,Leicestershire,LE9 4LU,http://www.manorfield.leics.sch.uk/,1455272787.0,Mrs,Ellen,Thompson,Headteacher,Church of England,Mixed,Primary,01/04/2019,South Leicestershire,146618
Croft Church of England Primary School,Academy converter,Open,Brookes Avenue,Croft,Leicester,Leicestershire,LE9 3GJ,http://www.croftprimaryschool.co.uk,1455282643.0,Miss,Anthea,Lawton,Headteacher,Church of England,Mixed,Primary,01/04/2019,South Leicestershire,146621
Highfields Primary School,Academy converter,Open,Pluto Close,Highfields,Leicester,Leicestershire,LE2 0UU,www.highfields-pri.leicester.sch.uk/,1162531382.0,Mr,Errol,Rowe,Acting,Does not apply,Mixed,Primary,01/04/2019,Leicester South,146844
Green Lane Infant School,Academy converter,Open,Spinney Hill Road,,Leicester,Leicestershire,LE5 3GG,http://greenlaneinfantschool.co.uk,1162627050.0,Mrs,Rebecca,Conway,Headteacher,Does not apply,Mixed,Primary,01/04/2019,Leicester East,146852
Uplands Infant School,Academy converter,Open,Melbourne Road,Highfields,Leicester,Leicestershire,LE2 0DR,www.uplandsinfant.org.uk,1162625280.0,Mrs,Michelle,Orton,Headteacher,Does not apply,Mixed,Primary,01/04/2019,Leicester South,146853
Sparkenhoe Community Primary School,Academy converter,Open,Saxby Street,,Leicester,Leicestershire,LE2 0TD,http://www.sparkenhoe.leicester.sch.uk/,1162512686.0,Miss,Rhian,Jones,Headteacher,Does not apply,Mixed,Primary,01/04/2019,Leicester South,146857
Castle Mead Academy,Free schools,Open,Richard III Road,,Leicester,,LE3 5QT,https://www.castle-tmet.uk/,1162143150.0,Miss,Chloe,French,,Does not apply,Mixed,Secondary,02/09/2019,Leicester West,147068
New Lubbesthorpe Primary School,Free schools,Open,Tay Road,,Leicester,,LE19 4BF,www.newlubbesthorpe.leics.sch.uk,1162169963.0,Miss,Natalie,Hackett,,,Mixed,Primary,02/09/2019,South Leicestershire,147089
Abbey Mead Primary Academy,Academy converter,Open,109 Ross Walk,,Leicester,Leicestershire,LE4 5HH,www.abbey-tmet.uk,1162661809.0,,Gary,Aldred,Headteacher,Does not apply,Mixed,Primary,01/09/2019,Leicester East,147148
Braunstone Frith Primary Academy,Academy converter,Open,Cuffling Drive,,Leicester,Leicestershire,LE3 6NF,www.braunstonefrith.org.uk/,1162872487.0,Mrs,Naomi,Grant,Headteacher,Does not apply,Mixed,Primary,01/09/2019,Leicester West,147410
Kestrel Mead Primary Academy,Academy converter,Open,Maidenwell Avenue,Hamilton,Leicester,Leicestershire,LE5 1TG,www.kestrel-tmet.uk,1162461732.0,Mrs,Zoe,Simpson,Headteacher,Does not apply,Mixed,Primary,01/09/2019,Leicester East,147411
Gateway Sixth Form College,Academy 16-19 converter,Open,Colin Grundy Drive,,Leicester,Leicestershire,LE5 1GA,www.gateway.ac.uk,1162744500.0,Mr,James,Bagley,,Does not apply,Mixed,16 plus,01/04/2020,Leicester East,147756
Beauchamp City Sixth Form,Free schools 16 to 19,Open,1 South Albion Street,,Leicester,,LE1 6JL,https://www.beauchampcity.org.uk/,1164979330.0,Ms,Catherine,Bartholomew,,Does not apply,Mixed,16 plus,01/09/2020,Leicester South,147837
The Fusion Academy,Free schools special,Open,Moore Road,Barwell,Leicester,Leicestershire,LE9 8AG,https://openthinkingpartnership.co.uk/fusion-academy/,1455243689.0,Ms,Kelly,Dryden,,,Mixed,Not applicable,01/09/2020,Hinckley and Bosworth,147858
Foxfields Academy,Free schools special,Open,Hospital Lane,,Blaby,Leicestershire,LE8 4FE,www.foxfields-cit.co.uk,1163440343.0,Mr,Ashley,Caress,,,Mixed,Not applicable,01/09/2020,South Leicestershire,148029
Millgate School,Academy special converter,Open,18a Scott Street,,Leicester,Leicestershire,LE2 6DW,www.millgateschool.co.uk,1162704922.0,Miss,Sara,Marsh,Executive Headteacher,Does not apply,Mixed,Not applicable,01/09/2021,Leicester South,148165
Keyham Lodge School,Academy special converter,Open,Keyham Lane,,Leicester,Leicestershire,LE5 1FG,https://www.keyhamlodgeschool.co.uk/,1162416852.0,Mrs,Victoria,Edwards,Executive Headteacher,Does not apply,Mixed,Not applicable,01/09/2021,Leicester East,148171
Highgate Primary School,Academy sponsor led,Open,Heathcote Drive,Sileby,Loughborough,Leicestershire,LE12 7ND,https://www.highgate.bepschools.org,1509813968.0,Mrs,Hannah,Sale,,Does not apply,Mixed,Primary,01/05/2021,Melton and Syston,148390
Fosse Mead Primary Academy,Academy sponsor led,Open,Balfour Street,,Leicester,Leicestershire,LE3 5EA,www.fosse-tmet.uk,1162519261.0,Ms,Jay,Virk,,Does not apply,Mixed,Primary,01/09/2021,Leicester West,148391
The Hinckley School,Academy converter,Open,Butt Lane,,Hinckley,,LE10 1LE,http://www.hajc.leics.sch.uk,1455632183.0,Ms,Samantha,Rooke,,,Mixed,Secondary,01/12/2020,Hinckley and Bosworth,148417
Brook Mead Academy,Free schools,Open,31 St. Augustine Road,,Leicester,Leicestershire,LE3 5QS,https://www.brook-tmet.uk/,1164827195.0,Ms,Rita,Hindocha,,,Mixed,Secondary,31/08/2021,Leicester West,148546
Ashby School,Academy converter,Open,Nottingham Road,,Ashby-De-La-Zouch,Leicestershire,LE65 1DT,www.ashbyschool.org.uk,1530413748.0,Dr,Jude,Mellor,,,Mixed,Secondary,01/03/2021,North West Leicestershire,148549
Soar Valley College,Academy converter,Open,Gleneagles Avenue,,Leicester,Leicestershire,LE4 7GY,http://www.soarvalley.aspirelp.uk,1162669625.0,Mrs,Julie,Robinson,Headteacher,Does not apply,Mixed,Secondary,01/06/2023,Leicester East,148877
The City of Leicester College,Academy converter,Open,Downing Drive,Evington,Leicester,Leicestershire,LE5 6LN,http://www.cityleicester.co.uk/,1162413984.0,Mr,Ken,Vernon,Headteacher,Does not apply,Mixed,Secondary,01/06/2023,Leicester East,148878
Belgrave St Peter's CofE Primary School,Academy converter,Open,Thurcaston Road,,Leicester,Leicestershire,LE4 5PG,www.belgraveceprimary.co.uk/,1162665790.0,Mr,Alex,McLugash (acting),Headteacher,Church of England,Mixed,Primary,01/01/2022,Leicester West,148905
Foxbridge Primary School,Free schools,Open,Welsted Road,,Castle Donington,Leicestershire,DE74 2SN,https://www.foxbridgeprimaryschool.co.uk/,1332415978.0,Mrs,Pamela,Bridgwood,,,Mixed,Primary,30/08/2022,North West Leicestershire,149040
Millside Spencer Academy,Free schools,Open,53 Evans Road,East Leake,Loughborough,Nottinghamshire,LE12 6AS,http://millsidespencer.org.uk,1509974255.0,Mrs,Sophia,Thorne,,,Mixed,Primary,01/09/2022,Rushcliffe,149105
Bishop Ellis Catholic Voluntary Academy,Academy converter,Open,Barkby Thorpe Lane,Thurmaston,Leicester,Leicestershire,LE4 8GP,www.bishopellis.leics.sch.uk,1162695510.0,Mr,Andrew,Monaghan,Headteacher,Roman Catholic,Mixed,Primary,01/06/2022,Melton and Syston,149144
Desford Community Primary School,Academy converter,Open,Kirkby Road,Desford,Leicester,Leicestershire,LE9 9JH,www.desford.leics.sch.uk,1455822379.0,Mr,Colin,Wilson,Headteacher,Does not apply,Mixed,Primary,01/09/2022,Hinckley and Bosworth,149267
Iveshead School,Academy converter,Open,Forest Street,Shepshed,Loughborough,Leicestershire,LE12 9DB,www.ivesheadschool.org,1509602156.0,Mr,Matthew,Parrott,Principal,Does not apply,Mixed,Secondary,01/12/2022,Loughborough,149271
Ravenhurst Primary School,Academy converter,Open,Ravenhurst Road,Braunstone Town,Leicester,Leicestershire,LE3 2PS,www.ravenhurst.leics.sch.uk/,1162897808.0,Mrs,Keily,Stretton,Headteacher,Does not apply,Mixed,Primary,01/11/2022,Mid Leicestershire,149371
Charnwood Primary School,Academy converter,Open,Nedham Street,,Leicester,Leicestershire,LE2 0HE,www.charnwood.leicester.sch.uk/,1162516574.0,Ms,Nazma,Jassat,Headteacher,Does not apply,Mixed,Primary,01/04/2023,Leicester South,149647
Hollycroft Primary School,Free schools,Open,Greenfinch Road,,HINCKLEY,,LE10 3GL,https://www.hollycroftschool.co.uk/,1455241171.0,Miss,Natalie,Hackett,,,Mixed,Primary,01/09/2023,Hinckley and Bosworth,149749
Inglehurst Infant School,Academy sponsor led,Open,Ingle Street,,Leicester,Leicestershire,LE3 9FS,,1162622479.0,Ms,Kerry,Pochin,,Does not apply,Mixed,Primary,01/07/2023,Leicester West,150026
Scalford Church of England Primary School,Academy converter,Open,School Lane,Scalford,Melton Mowbray,Leicestershire,LE14 4DT,http://www.scalford.leics.sch.uk/,1664444282.0,Mrs,Melanie,Wrightam,Headteacher,Church of England,Mixed,Primary,01/12/2023,Melton and Syston,150049
Newlands Community Primary School,Academy converter,Open,Belle Vue Road,Earl Shilton,Leicester,,LE9 7PA,www.newlands.leics.sch.uk,1455844369.0,Mrs,Jenny,Cooling,Headteacher,Does not apply,Mixed,Primary,01/01/2024,Hinckley and Bosworth,150436
Buckminster Primary School,Academy sponsor led,Open,School Lane,Buckminster,Grantham,Leicestershire,NG33 5RZ,,1476860315.0,Mrs,Julia,Orridge,,Does not apply,Mixed,Primary,01/11/2024,Melton and Syston,150511
Woodhouse Eaves St Paul's Church of England Primary School,Academy converter,Open,"Meadow Road,",Woodhouse Eaves,Loughborough,Leicestershire,LE12 8SA,http://www.st-pauls.leics.sch.uk,1509890483.0,Mrs,Lisa,Gilchrist,Headteacher,Church of England,Mixed,Primary,01/04/2024,Mid Leicestershire,150642
Buswells Lodge Primary School,Academy sponsor led,Open,Beauville Drive,Beaumont Leys,Leicester,Leicestershire,LE4 0PT,,1162352129.0,Mr,Scott,Fewster,Headteacher,Does not apply,Mixed,Primary,01/12/2024,Leicester West,150730
Wellington Place Primary School,Free schools,Open,Airfield Road,,Market Harborough,Leicestershire,LE16 7BY,https://wellingtonplaceprimary.co.uk/,1858451023.0,Mrs,Cressida,Knox,,,Mixed,Primary,27/08/2024,"Harborough, Oadby and Wigston",150744
Bowman Academy,Free schools special,Open,Butthole Lane,,Loughborough,Leicestershire,LE12 9BN,https://bowman-cit.co.uk/welcome/,1509363063.0,Mr,Ashley,Caress,,,Mixed,Not applicable,21/08/2024,Loughborough,150787
Shenton Primary School,Academy converter,Open,Dunlin Road,Off Humberstone Road,Leicester,Leicestershire,LE5 3FP,www.shenton.leicester.sch.uk/,1162628778.0,Ms,Gita,Patel,Head Teacher,Does not apply,Mixed,Primary,01/06/2024,Leicester East,150884
Bridge Junior School,Academy converter,Open,Mere Close,Off Mere Road,Leicester,Leicestershire,LE5 3HH,www.bridge.leicester.sch.uk/,,Mr,Jason,Williamson,Headteacher,Does not apply,Mixed,Primary,01/09/2024,Leicester East,150905
Foxton Primary School,Academy converter,Open,Gallow Field Road,Foxton,Market Harborough,Leicestershire,LE16 7QZ,http://www.foxton.leics.sch.uk,1858545328.0,Mr,George,Norman,Headteacher,Does not apply,Mixed,Primary,01/09/2024,"Harborough, Oadby and Wigston",151090
Sutton Bonington Primary School,Academy converter,Open,Park Lane,Sutton Bonington,Loughborough,Leicestershire,LE12 5NH,https://www.suttonbonington.org.uk/,1509672661.0,Mr,Paul,Allen,Headteacher,Does not apply,Mixed,Primary,01/09/2024,Rushcliffe,151099
Badgerbrook Primary School,Academy converter,Open,Badger Drive,Whetstone,Leicester,Leicestershire,LE8 6ZW,https://badgerbrook.org,1162752353.0,Mrs,Joanne,Andrews (Interim Head Teacher),Headteacher,Does not apply,Mixed,Primary,01/09/2024,South Leicestershire,151128
Booth Wood Academy,Academy converter,Open,Old Ashby Road,,Loughborough,Leicestershire,LE11 4PG,https://boothwoodacademy.co.uk,1509267876.0,Mrs,Heather,Sharpe,Headteacher,Does not apply,Mixed,Primary,01/11/2024,Loughborough,151155
Normanton-On-Soar Primary School,Academy sponsor led,Open,Main Street,Normanton-on-Soar,Loughborough,Leicestershire,LE12 5HB,,1509842326.0,Mrs,Sarah,Philpott,,Does not apply,Mixed,Primary,01/10/2024,Rushcliffe,151159
