name,type,status,street,locality,town,county,postcode,website,phone,head_title,head_first_name,head_last_name,head_job_title,religion,gender,phase,opened_date,constituency,urn,email,all_emails,staff_contacts,has_pupil_premium,has_financial_reports
Barrow Hall Orchard Church of England Primary School,Academy converter,Found,Church Street,Barrow-upon-Soar,Loughborough,Leicestershire,LE12 8HP,www.hall-orchard.leics.sch.uk,1509412188.0,Mr,Steve,Dunn,Headteacher,Church of England,Mixed,Primary,01/10/2013,Loughborough,140230,reception@hall-orchard.leics.sch.uk,"reception@hall-orchard.leics.sch.uk, reception@hall-orchard.leics.sch.uk",,True,False
Stanton Under Bardon Community Primary School,Academy converter,Found,Main Street,Stanton-under-Bardon,Markfield,Leicestershire,LE67 9TQ,http://www.stanton-u-b.leics.sch.uk/,1530242377.0,Mrs,Diane,Parry,Headteacher,Does not apply,Mixed,Primary,01/10/2013,Mid Leicestershire,140251,office@stanton-u-b.leics.sch.uk,"office@stanton-u-b.leics.sch.uk, office@stanton-u-b.leics.sch.uk, office@stanton-u-b.leics.sch.uk",office@stanton-u-b.leics.sch.uk | office@stanton-u-b.leics.sch.uk,True,False
Thornton Primary School,Academy converter,Found,Main Street,Thornton,Coalville,Leicestershire,LE67 1AH,www.thornton.leics.sch.uk,1530230250.0,Mrs,Sarah,Acton,Headteacher,Does not apply,Mixed,Primary,01/10/2013,Mid Leicestershire,140253,office@thornton.leics.sch.uk,"office@thornton.leics.sch.uk, office@thornton.leics.sch.uk",AddressMain Street Thornton Coalville Leicestershire LE67 1AHEmailoffice@thornton.leics.sch.ukPhone0,True,False
Kirby Muxloe Primary School,Academy converter,Found,Barwell Road,Kirby Muxloe,Leicester,Leicestershire,LE9 2AA,https://www.kmprimary.org,1162393410.0,Mr,Elliot,Howles,Headteacher,Does not apply,Mixed,Primary,01/11/2013,Mid Leicestershire,140315,admin@kmprimary.leics.sch.uk,"admin@kmprimary.leics.sch.uk, admin@kmprimary.leics.sch.uk",,False,False
Enderby Danemill Primary School,Academy converter,Found,Mill Lane,Enderby,Leicester,Leicestershire,LE19 4LH,www.danemill.com,1162862674.0,Mrs,Laura,Hackett,Headteacher,Does not apply,Mixed,Primary,01/11/2013,South Leicestershire,140316,office@dsatdanemill.org,"office@dsatdanemill.org, office@dsatdanemill.org, info@discoverytrust.org",,False,False
Robert Bakewell Primary School,Academy converter,Found,Barsby Drive,,Loughborough,Leicestershire,LE11 5UJ,www.robertbakewellprimary.com,1509231646.0,Mr,Jon,Bishop,Headteacher,Does not apply,Mixed,Primary,01/12/2013,Loughborough,140476,user@domain.com,user@domain.com,,False,True
Glenfield Primary School,Academy sponsor led,Not found,Stamford Street,Glenfield,Leicester,Leicestershire,LE3 8DL,www.glenfield.leics.sch.uk/,,,Kathy,Martin,,Does not apply,Mixed,Primary,01/07/2014,Mid Leicestershire,140608,,,,False,False
Ab Kettleby Primary School,Academy converter,Not found,Wartnaby Road,Ab Kettleby,Melton Mowbray,Leicestershire,LE14 3JJ,www.abkettleby.org,1664504870.0,Mrs,Andrea,Brown,Head Teacher,Does not apply,Mixed,Primary,01/04/2014,Melton and Syston,140696,,,,False,False
Brownlow Primary School,Academy converter,Found,Limes Avenue,,Melton Mowbray,Leicestershire,LE13 1QL,www.brownlowprimary.org,1664562315.0,Mrs,Vicky,Sellars,Headteacher,Does not apply,Mixed,Primary,01/04/2014,Melton and Syston,140702,hannahadams@brownlowprimary.org,hannahadams@brownlowprimary.org,,False,False
Highcliffe Primary School and Community Centre,Academy converter,Not found,Greengate Lane,Birstall,Leicester,Leicestershire,LE4 3DL,www.highcliffeacademy.org.uk,1162967600.0,Ms,Jennifer,Piper-Gale,Head of School,Does not apply,Mixed,Primary,01/04/2014,Mid Leicestershire,140725,,,,False,False
Riverside Community Primary School Birstall,Academy converter,Not found,"Riverside Community Primary School Birstall, Wanlip Lane",Birstall,Leicester,Leicestershire,LE4 4JU,http://www.riversideacademy.org.uk,1162107373.0,Ms,Chelsea,Williams,Executive Headteacher,Does not apply,Mixed,Primary,01/04/2014,Mid Leicestershire,140746,,,,False,False
Somerby Primary School,Academy converter,Not found,High Street,Somerby,Melton Mowbray,Leicestershire,LE14 2PZ,www.somerby.org.uk,1664504888.0,Mrs,Andrea,Brown,Headteacher,Does not apply,Mixed,Primary,01/04/2014,Melton and Syston,140754,,,,False,False
The Cedars Academy,Academy converter,Not found,Wanlip Lane,Birstall,Leicester,Leicestershire,LE4 4GH,www.TheCedarsAcademy.org.uk,1162677107.0,Mrs,Laura,Sanchez,Headteacher,,Mixed,Secondary,01/04/2014,Mid Leicestershire,140787,,,,False,False
Woolden Hill Primary School,Academy sponsor led,Found,Netherfield Road,Anstey,Leicester,Leicestershire,LE7 7ES,www.wooldenhillprimary.org.uk/,1162362154.0,Mrs,Candi,Norman,Headteacher,Does not apply,Mixed,Primary,01/06/2014,Mid Leicestershire,140851,%20dsl@dsatwooldenhill.org,"%20dsl@dsatwooldenhill.org, admin@dsatwooldenhill.org, admin@dsatwooldenhill.org",,False,False
St Peter's Church of England Primary School Wymondham,Academy converter,Found,Glebe Lane,Wymondham,Melton Mowbray,Leicestershire,LE14 2AF,www.wymondhamprimary.org/,1572787658.0,Mrs,Amanda,Scott,Headteacher,Church of England,Mixed,Primary,01/06/2014,Melton and Syston,140909,office@wymondham.risemat.co.uk,"office@wymondham.risemat.co.uk, office@wymondham.risemat.co.uk",,True,False
Loughborough Church of England Primary School,Academy converter,Found,William Street,,Loughborough,Leicestershire,LE11 3BY,www.loughborough-primary.co.uk,1509263430.0,Mrs,Nicola,Ferey,Headteacher,Church of England,Mixed,Primary,01/06/2014,Loughborough,140911,office@lceps.risemat.co.uk,"office@lceps.risemat.co.uk, office@lceps.risemat.co.uk",,True,False
Tugby Church of England Primary School,Academy converter,Found,Main Street,Tugby,Leicester,Leicestershire,LE7 9WD,http://www.tugby.leics.sch.uk/,1162598248.0,Ms,Anna,Dyson,Headteacher,Church of England,Mixed,Primary,01/10/2014,Rutland and Stamford,140912,office@tugby.risemat.co.uk,"office@tugby.risemat.co.uk, office@tugby.risemat.co.uk",,True,True
Waltham on the Wolds Church of England Primary School,Academy converter,Found,Melton Road,Waltham-on-the-Wolds,Melton Mowbray,Leicestershire,LE14 4AJ,http://www.waltham.leics.sch.uk/,1664464269.0,Mr,Neil,Bardsley,Head Teacher,Church of England,Mixed,Primary,01/10/2014,Melton and Syston,140913,office@waltham.risemat.co.uk,"office@waltham.risemat.co.uk, office@waltham.risemat.co.uk",,True,True
Falcons Primary School,Free schools,Found,George Hine House,Gipsy Lane,Leicester,Leicestershire,LE5 0TA,www.falconsprimary.org,1164510050.0,Mrs,Jasbir,Mann,,Sikh,Mixed,Primary,27/10/2014,Leicester East,141011,office@falconsprimary.org,"office@falconsprimary.org, office@falconsprimary.org",office@falconsprimary.org,True,False
Mowmacre Hill Primary School,Academy sponsor led,Found,Tedworth Green,,Leicester,Leicestershire,LE4 2NG,www.mowmacrehill.org.uk/,1162356350.0,Mr,Isaac,Howarth,,Does not apply,Mixed,Primary,01/09/2014,Leicester West,141137,office@dsatmowmacrehill.org,"office@dsatmowmacrehill.org, office@dsatmowmacrehill.org",,True,False
Market Harborough Church of England Academy,Academy converter,Found,Fairfield Road,,Market Harborough,Leicestershire,LE16 9QH,http://www.marketharboroughcofe.co.uk,1858464112.0,Co Headteacher,Emmaline,Tayler,Headteacher,Church of England,Mixed,Primary,01/08/2014,"Harborough, Oadby and Wigston",141151,office@mha.learnat.uk,"office@mha.learnat.uk, office@mha.learnat.uk",,False,False
North Mead Primary Academy,Academy sponsor led,Not found,Northfield Road,,Leicester,Leicestershire,LE4 9DL,www.north-tmet.uk,1162767761.0,Mr,Ben,Burpitt,,Does not apply,Mixed,Primary,01/11/2015,Leicester East,141221,,,,True,True
Christ Church & Saint Peter's Cofe Primary School,Academy sponsor led,Found,8 Rothley Road,Mountsorrel,Loughborough,Leicestershire,LE12 7JU,www.mountsorrelschool.org.uk,1162302800.0,Mrs,Clare,Clay,Headteacher,Church of England,Mixed,Primary,01/12/2014,Mid Leicestershire,141222,office@ccsp.risemat.co.uk,"office@ccsp.risemat.co.uk, office@ccsp.risemat.co.uk",,False,False
Bringhurst Primary School,Academy converter,Found,Great Easton Road,Bringhurst,Market Harborough,Leicestershire,LE16 8RH,http://www.bringhurstprimary.co.uk,1536605146.0,Mrs,Amelia,Holdcroft,Headteacher,Does not apply,Mixed,Primary,01/09/2014,Rutland and Stamford,141279,office@bringhurstprimary.co.uk,office@bringhurstprimary.co.uk,office@bringhurstprimary.co.uk,True,False
The Grove Primary School,Academy converter,Not found,Asfordby Road,,Melton Mowbray,Leicestershire,LE13 0HN,www.meltongrove.org,1664562554.0,Mrs,Hayley,Cheeseman,Headteacher,Does not apply,Mixed,Primary,01/10/2014,Melton and Syston,141469,,,,False,False
Townlands Church of England Primary School,Academy converter,Not found,Meadow Court Road,Earl Shilton,Leicester,Leicestershire,LE9 7FF,www.townlandsprimary.org/,1455843859.0,Mrs,Sarah-Louise Martinson &  Anne Hawksley,Co Headteachers,Headteacher,Church of England,Mixed,Primary,01/01/2015,Hinckley and Bosworth,141630,,,,True,True
Charnwood College,Academy sponsor led,Found,Thorpe Hill,,Loughborough,Leicestershire,LE11 4SQ,http://www.charnwoodcollege.org/,1509554400.0,Mr,Alastair,O'Connor,Principal,Does not apply,Mixed,Secondary,01/04/2015,Loughborough,141874,office@charnwoodcollege.org,office@charnwoodcollege.org,office@charnwoodcollege.org,True,False
Greystoke Primary School,Academy converter,Found,Thornton Drive,Narborough,Leicester,Leicestershire,LE19 2GX,www.greystoke.leics.sch.uk,1162862286.0,Mrs,Sharon,Richardson,Headteacher,Does not apply,Mixed,Primary,01/04/2015,South Leicestershire,141903,office@dsatgreystoke.org,"office@dsatgreystoke.org, office@dsatgreystoke.org",LE19 2GXContactoffice@dsatgreystoke.org0116 2862286Translate Options<div,False,False
Rushey Mead Academy,Academy converter,Not found,Melton Road,,Leicester,Leicestershire,LE4 7AN,www.rushey-tmet.uk,1162663730.0,Ms,Victoria,Barwell,Principal,Does not apply,Mixed,Secondary,01/11/2015,Leicester East,141916,,,,True,True
Little Hill Primary,Academy converter,Not found,Launceston Road,,Wigston,Leicestershire,LE18 2GZ,http://www.littlehill.leics.sch.uk/,1162811963.0,Mr,Sam,Williams,Acting Headteacher,Does not apply,Mixed,Primary,01/09/2015,"Harborough, Oadby and Wigston",142261,,,office@littlehill.leics.sch.uk,True,False
Fossebrook Primary School,Academy sponsor led,Found,Holmfield Avenue West,Leicester Forest East,Leicester,Leicestershire,LE3 3FF,www.fossebrook.org.uk,1163087966.0,Mrs,Nicky,Ball,Head Teacher,Does not apply,Mixed,Primary,01/09/2016,Mid Leicestershire,142410,admin@fossebrook.org.uk,"admin@fossebrook.org.uk, admin@fossebrook.org.uk, info@discoverytrust.org",,False,False
Humberstone Infant Academy,Academy sponsor led,No website,Main Street,Humberstone,Leicester,Leicestershire,LE5 1AE,,1162767648.0,,Annemarie,Williams,,Does not apply,Mixed,Primary,01/04/2016,Leicester East,142631,,,,,
Cottingham Church of England Primary School,Academy converter,Found,Berryfield Road,(Near Corby),Market Harborough,Leicestershire,LE16 8XB,www.cottinghamprimary.co.uk/,1536771391.0,Mr,Ashley,Scott,Headteacher,Church of England,Mixed,Primary,01/03/2016,Kettering,142661,office@cottingham.pdet.org.uk,"office@cottingham.pdet.org.uk, office@cottingham.pdet.org.uk",office@cottingham.pdet.org.uk,True,False
Wigston Menphys Nursery School,Local authority nursery school,Found,Launceston Road,,Wigston,Leicestershire,LE18 2FR,http://www.menphyscentre.leics.sch.uk,1162889977.0,Miss,Laura,Jeffs,,Does not apply,Mixed,Nursery,01/11/2016,"Harborough, Oadby and Wigston",142677,admin@menphysnurseryschool.leics.sch.uk,"admin@menphysnurseryschool.leics.sch.uk, admin@menphysnurseryschool.leics.sch.uk, office@menphysnurseryschool.leics.sch.uk",admin@menphysnurseryschool.leics.sch.uk0116 2889977Find School Sketchley Hill Menphys Nursery School | office@menphysnurseryschool.leics.sch.uk01455 890684Find School,True,False
"Sketchley Hill Menphys Nursery School, Burbage",Local authority nursery school,Found,Sketchley Road,Burbage,Hinckley,Leicestershire,LE10 2DY,www.menphysnursery.co.uk,1455890684.0,Miss,Laura,Jeffs,,Does not apply,Mixed,Nursery,01/11/2016,Hinckley and Bosworth,142678,admin@menphysnurseryschool.leics.sch.uk,"admin@menphysnurseryschool.leics.sch.uk, admin@menphysnurseryschool.leics.sch.uk, office@menphysnurseryschool.leics.sch.uk",admin@menphysnurseryschool.leics.sch.uk0116 2889977Find School Sketchley Hill Menphys Nursery School | office@menphysnurseryschool.leics.sch.uk01455 890684Find School,True,False
"Saint Peter's Catholic Primary School, A Voluntary Academy",Academy converter,Found,London Road,,Hinckley,Leicestershire,LE10 1HJ,www.stpetershinckley.net,1455634087.0,,Luisa,Rinaldi-Oxley,Headteacher,Roman Catholic,Mixed,Primary,01/04/2016,Hinckley and Bosworth,142724,school.office@stpetershinckley.net,school.office@stpetershinckley.net,,True,False
Uplands Junior L.E.A.D. Academy,Academy sponsor led,No website,Melbourne Road,Highfields,Leicester,Leicestershire,LE2 0DR,,1162538407.0,,Lucy,Carlisle,,Does not apply,Mixed,Primary,01/06/2016,Leicester South,142787,,,,,
Knighton Mead Primary Academy,Academy converter,Found,Knighton Fields Road West,,Leicester,Leicestershire,LE2 6LG,www.knighton-tmet.uk,1162330666.0,Miss,Rebecca,Smith,Principal,Does not apply,Mixed,Primary,01/06/2016,Leicester South,142848,office@knighton-tmet.uk,office@knighton-tmet.uk,,True,True
Willowbrook Mead Primary Academy,Academy converter,Found,Roborough Green,Thurnby Lodge,Leicester,Leicestershire,LE5 2NA,http://www.willowbrook-tmet.uk,1162413756.0,Mrs,Hannah,Sandy-Sharpe,Principal,Does not apply,Mixed,Primary,01/06/2016,Leicester East,142857,office@willowbrook-tmet.uk,office@willowbrook-tmet.uk,,True,True
Thurnby Mead Primary Academy,Academy converter,Found,Dudley Avenue,,Leicester,Leicestershire,LE5 2EG,www.thurnby-tmet.uk,1162413086.0,Mrs,Michelle,Woodhouse,Headteacher,Does not apply,Mixed,Primary,01/07/2016,Leicester East,142967,office@thurnby-tmet.uk,"office@thurnby-tmet.uk, urgentsafeguarding@thurnby-tmet.uk",,True,True
Merrydale Junior School,Academy converter,Found,Claydon Road,,Leicester,Leicestershire,LE5 0PL,www.merrydalejuniors.com,1162767708.0,Mr,Antony,Corbett,Headteacher,Does not apply,Mixed,Primary,01/11/2016,Leicester East,143244,office@dsatmerrydale.org,"office@dsatmerrydale.org, office@dsatmerrydale.org",AddressMerrydale Junior SchoolClaydon RoadLeicesterLE5 0PLContactTel: 0116 276 7708Email: office@dsa,True,False
Braunstone Community Primary School,Academy converter,Found,Cort Crescent,Braunstone,Leicester,Leicestershire,LE3 1QH,http://braunstone.leicester.sch.uk/,1162858130.0,Mr,Halil,Tamgumus,Headteacher,Does not apply,Mixed,Primary,01/10/2016,Leicester West,143245,office@dsatbraunstone.org,"office@dsatbraunstone.org, office@dsatbraunstone.org, info@discoverytrust.org",,False,False
Woodstock Primary Academy,Academy converter,Found,Hattern Avenue,,Leicester,Leicestershire,LE4 2GZ,www.woodstock.leicester.sch.uk,1162355825.0,Mrs,Louise,Stapleford,Principal,Does not apply,Mixed,Primary,01/11/2016,Leicester West,143246,WOO-Office@woodstock.lwlat.org.uk,"WOO-Office@woodstock.lwlat.org.uk, WOO-Office@woodstock.lwlat.org.uk",E-mail Address: WOO-Office@woodstock.lwlat.org.uk,True,False
Babington Academy,Academy converter,Found,Strasbourg Drive,Beaumont Leys,Leicester,Leicestershire,LE4 0SZ,http://www.babington.leicester.sch.uk/,1162221616.0,Mrs,Fiona,Laywood,Principal,,Mixed,Secondary,01/10/2016,Leicester West,143247,BAB-Office@babington.lwlat.org.uk,"BAB-Office@babington.lwlat.org.uk, BAB-Office@babington.lwlat.org.uk",E-mail Address: BAB-Office@babington.lwlat.org.uk,True,False
Fernvale Primary School,Academy converter,Found,Somerby Road,Thurnby,Leicester,Leicestershire,LE7 9PR,www.fernvale.leics.sch.uk,1162416722.0,Mrs,Helen,Cartledge-Splitt,Headteacher,Does not apply,Mixed,Primary,01/09/2016,Rutland and Stamford,143248,example@gmail.com,"example@gmail.com, office@fernvale.leics.sch.uk, office@fernvale.leics.sch.uk",office@fernvale.leics.sch.uk,True,False
Seagrave Village Primary School,Academy converter,Found,Green Lane,Seagrave,Loughborough,Leicestershire,LE12 7LU,https://www.seagrave.bepschools.org,1509812486.0,Mrs,Heather,Culling,Headteacher,Does not apply,Mixed,Primary,01/09/2016,Melton and Syston,143249,office@seagrave.bepschools.org,"office@seagrave.bepschools.org, office@seagrave.bepschools.org",E: office@seagrave.bepschools.org,True,False
Newcroft Primary Academy,Academy converter,Not found,Trueway Drive,Shepshed,Loughborough,Leicestershire,LE12 9DU,www.newcroftprimaryacademy.co.uk,1509503214.0,Mrs,Sara,Aukland,Headteacher,Does not apply,Mixed,Primary,01/09/2016,Loughborough,143250,,,,True,False
Ashby Willesley Primary School,Academy converter,Not found,Packington Nook Lane,,Ashby-de-la-Zouch,Leicestershire,LE65 2QG,www.ashbywillesley.org.uk,1530413654.0,Mrs,Chloe,Dilks,Headteacher,Does not apply,Mixed,Primary,01/09/2016,North West Leicestershire,143251,,,,True,False
Husbands Bosworth Church of England Primary School,Academy converter,Found,School Lane,Husbands Bosworth,Lutterworth,Leicestershire,LE17 6JU,www.husbandsbosworth.leics.sch.uk/,1858880212.0,Mr,Alan,Eathorne,Headteacher,Church of England,Mixed,Primary,01/09/2016,South Leicestershire,143252,office@hbs.learnat.uk,"office@hbs.learnat.uk, office@hbs.learnat.uk",Emailoffice@hbs.learnat.uk,True,False
Newtown Linford Primary School,Academy converter,Found,Main Street,Newtown Linford,Leicester,Leicestershire,LE6 0AD,https://www.newtown.bepschools.org/,1530242370.0,Mrs,Kirsten,Kennedy,Headteacher,Does not apply,Mixed,Primary,01/09/2016,Mid Leicestershire,143253,office@newtown.bepschools.org,"office@newtown.bepschools.org, office@newtown.bepschools.org",E: office@newtown.bepschools.org,True,False
"St Andrew's Church of England Primary School, North Kilworth",Academy converter,Found,Dag Lane,North Kilworth,Lutterworth,Leicestershire,LE17 6HD,www.standrewsnorthkilworth.co.uk,1858880430.0,Mrs,Heather,White,Headteacher,Church of England,Mixed,Primary,01/09/2016,South Leicestershire,143254,office@sta.learnat.uk,"office@sta.learnat.uk, office@sta.learnat.uk",Emailoffice@sta.learnat.uk,True,False
Heatherbrook Primary Academy,Academy sponsor led,Not found,Astill Lodge Road,Beaumont Leys,Leicester,Leicestershire,LE4 1BE,www.heatherbrook.co.uk/,1162357721.0,Mrs,Claire,Beach,Head Teacher,Does not apply,Mixed,Primary,01/04/2017,Leicester West,143607,,,,False,False
Hallbrook Primary School,Academy converter,Found,Hallbrook Road,,Broughton Astley,Leicestershire,LE9 6WX,www.hallbrook.leics.sch.uk,1455285693.0,Mr,Tim,Barrow,Headteacher,Does not apply,Mixed,Primary,01/02/2017,South Leicestershire,143609,admin@hallbrook.leics.sch.uk,admin@hallbrook.leics.sch.uk,,False,False
Viscount Beaumont's Church of England Primary School,Academy converter,Found,Ashby Road,Coleorton,Coalville,Leicestershire,LE67 8FD,www.viscountbeaumonts.leics.sch.uk,1530412480.0,Mrs,Hayley,Ryder-Smith,Headteacher,Church of England,Mixed,Primary,01/01/2017,North West Leicestershire,143610,office@vb.risemat.co.uk,"office@vb.risemat.co.uk, office@vb.risemat.co.uk",,True,True
Avanti Fields School,Free schools,Found,21 Bhaktivedanta Marg,,Leicester,,LE5 0BX,https://avanti.org.uk/avantifields/,1163266813.0,Miss,Vanessa,Bardsley,,Hindu,Mixed,All-through,03/09/2018,Leicester East,143679,avantifields@avanti.org.uk,"avantifields@avanti.org.uk, avantifields@avanti.org.uk, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com",,False,False
Richmond Primary School,Academy converter,Found,Towers Drive,,Hinckley,Leicestershire,LE10 0ZD,http://www.richmond.leics.sch.uk/,1455637266.0,Mrs,Emma,Clark,Headteacher,Does not apply,Mixed,Primary,01/02/2017,Hinckley and Bosworth,143795,office@richmond.leics.sch.uk,"office@richmond.leics.sch.uk, office@richmond.leics.sch.uk",office@richmond.leics.sch.uk,True,False
The Winstanley School,Academy converter,Found,Kingsway North,,Leicester,Leicestershire,LE3 3BD,https://www.winstanleyschool.org.uk/,1162898688.0,Mr,David,Bennett,,,Mixed,Secondary,01/01/2017,Mid Leicestershire,143844,dsl@winstanleyschool.org.uk,"dsl@winstanleyschool.org.uk, dsl@winstanleyschool.org.uk, office@winstanleyschool.org.uk",,True,False
Lancaster Academy,Academy sponsor led,No website,Knighton Lane East,,Leicester,Leicestershire,LE2 6FU,,1162703176.0,Mrs,Anna,Fisher,,Does not apply,Mixed,Secondary,01/04/2017,Leicester South,143857,,,,,
Rowlatts Mead Primary Academy,Academy converter,Not found,Balderstone Close,Off Ambassador Road,Leicester,Leicestershire,LE5 4ES,www.rowlatts-tmet.uk,1162768812.0,Mrs,Jennie,Henson,Principal,Does not apply,Mixed,Primary,01/04/2017,Leicester East,144107,,,,True,True
Dunton Bassett Primary School,Academy converter,Found,The Mount,Dunton Bassett,Lutterworth,Leicestershire,LE17 5JL,www.duntonbassett.leics.sch.uk/,1455209557.0,Mr,Lee,Evans,Headteacher,Does not apply,Mixed,Primary,01/10/2018,South Leicestershire,144108,duntonbassett@ipat.uk,"duntonbassett@ipat.uk, duntonbassett@ipat.uk",,True,False
"Thurnby, St Luke's Church of England Primary School",Academy converter,Found,Main Street,Thurnby,Leicester,Leicestershire,LE7 9PN,www.st-lukes.leics.sch.uk,1162415105.0,Mr,Gavin,Skye,Headteacher,Church of England,Mixed,Primary,01/06/2017,Rutland and Stamford,144109,office@stlukes.risemat.co.uk,"office@stlukes.risemat.co.uk, office@stlukes.risemat.co.uk",,True,True
Sharnford Church of England Primary School,Academy converter,Found,Henson Way,Sharnford,Hinckley,Leicestershire,LE10 3PN,www.sharnfordprimaryschool.com,1455272456.0,Mrs,Sharon,Boyd-Hope,Headteacher,Church of England,Mixed,Primary,01/07/2017,South Leicestershire,144110,sharnford@ipat.uk,"sharnford@ipat.uk, sharnford@ipat.uk",,False,False
John Wycliffe Primary School,Academy converter,Found,Moorbarns Lane,,Lutterworth,Leicestershire,LE17 4QJ,https://www.johnwycliffeprimaryschool.co.uk/,1455553135.0,Mr,Lee,Evans,Headteacher,Does not apply,Mixed,Primary,01/06/2017,South Leicestershire,144111,johnwycliffe@ipat.uk,"johnwycliffe@ipat.uk, johnwycliffe@ipat.uk",,False,False
"All Saints Church of England Primary School, Sapcote",Academy converter,Found,Bassett Lane,Sapcote,Leicester,Leicestershire,LE9 4FB,www.allsaintssapcote.com,1455272973.0,Mr,Shane,Crick,Headteacher,Church of England,Mixed,Primary,01/06/2017,South Leicestershire,144113,allsaints@ipat.uk,"allsaints@ipat.uk, allsaints@ipat.uk",,True,False
Ullesthorpe Church of England Primary School,Academy converter,Found,Ashby Road,Ullesthorpe,Lutterworth,Leicestershire,LE17 5DN,www.ullesthorpe.leics.sch.uk,1455209926.0,Mrs,Jodie,Allen,Headteacher,Church of England,Mixed,Primary,01/06/2017,South Leicestershire,144114,ullesthorpe@ipat.uk,"ullesthorpe@ipat.uk, ullesthorpe@ipat.uk",,False,False
Claybrooke Primary School,Academy converter,Found,Main Street,Claybrooke Parva,Leicester,Leicestershire,LE17 5AF,www.claybrooke.leics.sch.uk,1455209238.0,Mrs,Emma,Darragh,Headteacher,,Mixed,Primary,01/08/2017,South Leicestershire,144115,claybrooke@ipat.uk,"claybrooke@ipat.uk, claybrooke@ipat.uk",,False,False
"St Mary's Church of England Primary School, Bitteswell",Academy converter,Found,The Green,Bitteswell,Lutterworth,Leicestershire,LE17 4SB,http://www.stmarysbitteswell.uk,1455552818.0,Mr,Adam,Watson,Headteacher,Church of England,Mixed,Primary,01/07/2017,South Leicestershire,144116,enquiries@ipat.uk,"enquiries@ipat.uk, enquiries@ipat.uk",,True,True
South Kilworth Church of England Primary School,Academy converter,Found,Walcote Road,South Kilworth,Lutterworth,Leicestershire,LE17 6EG,www.southkilworthprimaryschool.com,1858575307.0,Mrs,Heather,White,Headteacher,Church of England,Mixed,Primary,01/04/2017,South Leicestershire,144117,email@email.com,email@email.com,,False,False
Swinford Church of England Primary School,Academy converter,Found,School Lane,Swinford,Lutterworth,Leicestershire,LE17 6BG,https://www.swinford.leics.sch.uk/,1788860404.0,Headteacher,Rachel,Chamberlain,Headteacher,Church of England,Mixed,Primary,01/04/2017,South Leicestershire,144118,admin@swinford.embracemat.org,"admin@swinford.embracemat.org, admin@swinford.embracemat.org",Email admin@swinford.embracemat.org,True,False
Swannington Church of England Primary School,Academy converter,Found,Main Street,Swannington,Coalville,Leicestershire,LE67 8QJ,https://www.swanningtonceprimary.org/,1530832655.0,Mrs,Hayley,Ryder-Smith,Headteacher,Church of England,Mixed,Primary,01/05/2017,North West Leicestershire,144310,office@swannington.risemat.co.uk,"office@swannington.risemat.co.uk, office@swannington.risemat.co.uk",,True,False
"Tudor Grange Samworth Academy, A church of England School",Academy sponsor led,Found,"Tudor Grange Samworth Academy, 50 Trenant Road",,Leicester,Leicestershire,LE2 6UA,https://www.samworth.tgacademy.org.uk/,1162780232.0,Mr,Aiden,Bannon,,Church of England,Mixed,All-through,01/01/2016,Leicester South,144479,office@samworth.tgacademy.org.uk,"office@samworth.tgacademy.org.uk, office@samworth.tgacademy.org.uk",,False,False
Kingsway Primary School,Academy converter,Found,Kingsway North,Braunstone Town,Leicester,Leicestershire,LE3 3BD,www.kingsway.org.uk,1162898525.0,Mrs,Germaine,Mckinnon,Headteacher,Does not apply,Mixed,Primary,01/01/2018,Mid Leicestershire,144538,office@kingsway.org.uk,"office@kingsway.org.uk, office@kingsway.org.uk",,True,False
Orchard Mead Academy,Academy sponsor led,Found,Keyham Lane West,,Leicester,Leicestershire,LE5 1RT,www.orchard-tmet.uk,1162413371.0,Miss,Subrina,Johal,,Does not apply,Mixed,Secondary,01/09/2017,Leicester East,144629,info@orchard-tmet.uk,info@orchard-tmet.uk,,True,True
"Hallam Fields, Birstall",Free schools,No website,Long Meadow Way,Birstall,Leicester,Leicestershire,LE4 3LL,,1162670550.0,Mrs,Ifat,Sultana,,Multi-faith,Mixed,Primary,01/09/2017,Mid Leicestershire,144749,,,,,
Old Mill Primary School,Academy converter,Found,Station Road,Broughton Astley,Leicester,Leicestershire,LE9 6PT,http://www.oldmillprimary.co.uk,1455284191.0,Mrs,Alison,Smith-Stewart,Headteacher,Does not apply,Mixed,Primary,01/09/2017,South Leicestershire,144837,office@glen-hills.leics.sch.uk,"office@glen-hills.leics.sch.uk, office@glen-hills.leics.sch.uk, office@glen-hills.leics.sch.uk",,True,False
Hinckley Parks Primary School,Academy converter,Not found,Leicester Road,,Hinckley,Leicestershire,LE10 1LP,http://www.hinckleyparks.leics.sch.uk,1455632556.0,Mr,David,Harding,Headteacher,Does not apply,Mixed,Primary,01/09/2017,Hinckley and Bosworth,144911,,,,True,False
Sherard Primary School,Academy sponsor led,Not found,Grange Drive,,Melton Mowbray,Leicestershire,LE13 1HA,www.sherardschool.org,1664565124.0,Mrs,Helena,Blumfield,Headteacher,Does not apply,Mixed,Primary,01/10/2017,Melton and Syston,145083,,,,False,False
Melton Vale Sixth Form College,Academy 16-19 converter,Not found,Burton Road,,Melton Mowbray,Leicestershire,LE13 1DN,www.mv16.org.uk,1664504750.0,Dr,Nicola,Dartnell,,,Mixed,16 plus,01/10/2017,Melton and Syston,145158,,,,False,False
