name,type,status,street,locality,town,county,postcode,website,phone,head_title,head_first_name,head_last_name,head_job_title,religion,gender,phase,opened_date,constituency,urn,email,has_pupil_premium,has_financial_reports,ofsted_rating,has_send,governors
Brampton Primary School,Community school,Open,School Board Lane,Brampton,Chesterfield,Derbyshire,S40 1DD,www.brampton.derbyshire.sch.uk/,1246232817.0,Mrs,Samantha,Spyve,Headteacher,Does not apply,Mixed,Primary,01/01/2001,Chesterfield,132225,enquiries@brampton.derbyshire.sch.uk,True,False,Good,True,
Gorseybrigg Primary School and Nursery,Community school,Open,Balmoral Crescent,Dronfield Woodhouse,Dronfield,Derbyshire,S18 8ZY,www.gorseybrigg.co.uk,1246418508.0,Mrs,Corinne,Thornton,Headteacher,Does not apply,Mixed,Primary,01/09/2002,North East Derbyshire,133516,info@gorseybrigg.derbyshire.sch.uk,False,False,,False,
Chapel-en-le-Frith CofE VC Primary School,Voluntary controlled school,Open,Warmbrook Road,Chapel-en-le-Frith,High Peak,Derbyshire,SK23 0NL,http://www.cps.derbyshire.sch.uk/,1298812000.0,Mrs,Jacquie,Barber,Headteacher,Church of England,Mixed,Primary,01/04/2002,High Peak,133538,info@cps.derbyshire.sch.uk,False,False,,False,
St Joseph's Catholic and CofE (VA) Primary School,Voluntary aided school,Open,Calver Crescent,Staveley,Chesterfield,Derbyshire,S43 3LY,www.st-josephsrccofe.co.uk/,1246472798.0,Mrs,Paula,Lowry,Headteacher,Roman Catholic/Church of England,Mixed,Primary,01/09/2006,Chesterfield,134773,info@st-josephsrccofe.derbyshire.sch.uk,True,False,,True,
Landau Forte College,Academy sponsor led,Open,Fox Street,,Derby,Derbyshire,DE1 2LF,http://www.landau-forte.org.uk/,1332204040.0,Ms,Alison,Brannick,Principal,Does not apply,Mixed,Secondary,01/09/2006,Derby North,135120,post@landau-forte.org.uk,False,False,,True,
Kingsmead School,Community special school,Open,Brighton Road,,Derby,Derbyshire,DE24 8TE,https://kingsmeadschoolderby.co.uk,1332477160.0,Mrs,Elizabeth,Sanger,Headteacher,Does not apply,Mixed,Not applicable,01/09/2007,Derby South,135345,admin@kingsmeadschoolderby.co.uk,True,False,,True,
Sharley Park Community Primary School,Community school,Open,"Sharley Park Community Primary School, Pilsley Road",Danesmoor,Chesterfield,Derbyshire,S45 9BN,www.sharleypark.derbyshire.sch.uk,1246864833.0,Ms,Nicola,Stevenson,Headteacher,Does not apply,Mixed,Primary,20/04/2009,North East Derbyshire,135498,info@sharleypark.derbyshire.sch.uk,True,False,,True,
The Ecclesbourne School,Academy converter,Open,Wirksworth Road,Duffield,Belper,Derbyshire,DE56 4GS,http://www.ecclesbourne.derbyshire.sch.uk/,1332840645.0,Mr,James,McNamara,Headteacher,,Mixed,Secondary,01/03/2011,Mid Derbyshire,136505,info@ecclesbourne.derbyshire.sch.uk,False,False,,False,
Brookfield Community School,Academy converter,Open,Chatsworth Road,,Chesterfield,Derbyshire,S40 3NS,http://www.brookfieldcs.org.uk,1246568115.0,Mr,Keith,Hirst,Headteacher,Does not apply,Mixed,Secondary,01/04/2011,Chesterfield,136548,enquiries@brookfieldcs.org.uk,False,False,Good,True,
West Park School,Academy converter,Open,West Road,Spondon,Derby,Derbyshire,DE21 7BT,http://www.westpark.derby.sch.uk/,1332662337.0,Mr,Scott,McGregor,Headteacher,,Mixed,Secondary,01/04/2011,Mid Derbyshire,136634,info@westpark.derby.sch.uk,False,False,,True,
Queen Elizabeth's Grammar School,Academy converter,Open,The Green Road,,Ashbourne,Derbyshire,DE6 1EP,http://www.queenelizabeths.derbyshire.sch.uk,1335343685.0,Mr,Scott,Garrity,Head of Academy,Christian,Mixed,Secondary,01/08/2011,Derbyshire Dales,136972,enquiries@qegs.email,True,False,,True,
Ormiston Ilkeston Enterprise Academy,Academy sponsor led,Open,King George Avenue,,Ilkeston,Derbyshire,DE7 5HS,http://www.OIEA.co.uk,1159303724.0,Mr,Simon,Leach,Principal,,Mixed,Secondary,01/09/2011,Erewash,137109,info@oiea.co.uk,False,False,,False,
Pennine Way Junior Academy,Academy converter,Open,Pennine Way,,Swadlincote,Derbyshire,DE11 9EY,www.pennineway.derbyshire.sch.uk,1283223697.0,Mrs,Caroline Hughes and,Miss Hannah Wallis,Headteacher,,Mixed,Primary,01/10/2011,South Derbyshire,137543,example@gmail.com,True,False,Good,True,
Heanor Gate Spencer Academy,Academy converter,Open,Kirkley Drive,,Heanor,Derbyshire,DE75 7RA,https://heanorgatespencer.org.uk/,1773716396.0,Mr,Matt,Jones,Principal,,Mixed,Secondary,01/11/2011,Amber Valley,137606,info@heanorgatespencer.org.uk,True,False,Outstanding,True,
Redhill Primary School,Academy converter,Open,The Ridings,Ockbrook,Derby,Derbyshire,DE72 3SF,www.redhill.derbyshire.sch.uk/,1332673537.0,Mrs,Nicola,Millar,Headteacher,,Mixed,Primary,01/03/2012,Mid Derbyshire,137897,info@redhill.derbyshire.sch.uk,True,True,,True,
Netherthorpe School,Academy converter,Open,Ralph Road,Staveley,Chesterfield,Derbyshire,S43 3PU,http://www.netherthorpe.derbyshire.sch.uk/,1246472220.0,Mrs,Helen,McVicar,Headteacher,,Mixed,Secondary,01/03/2012,North East Derbyshire,137902,info@netherthorpe.derbyshire.sch.uk,False,False,,False,
Saint John Houghton Catholic Voluntary Academy,Academy converter,Open,Abbot Road,Kirk Hallam,Ilkeston,Derbyshire,DE7 4HX,https://www.stjohnhoughtonilkeston.srscmat.co.uk,1159322896.0,Mr,Steve,Brogan,Headteacher,Roman Catholic,Mixed,Secondary,01/03/2012,Erewash,137908,SchoolOffice@sjh.srscmat.co.uk,False,False,,True,
Allestree Woodlands School,Academy converter,Open,Blenheim Drive,Allestree,Derby,Derbyshire,DE22 2LW,http://woodlands.derby.sch.uk/,1332551921.0,Mrs,Gemma,Penny,Headteacher,,Mixed,Secondary,01/03/2012,Mid Derbyshire,137911,the.office@woodlands.derby.sch.uk,False,True,Good,True,
Derby Pride Academy,Free schools alternative provision,Open,20 Orient Way,Pride Park,Derby,Derbyshire,DE24 8BY,https://dpaesteem.co.uk,1332349616.0,Mr,Mark,Hatton,Principal,,Mixed,Not applicable,03/09/2012,Derby South,138277,dpainfo@dpaesteem.co.uk,True,True,Outstanding,True,
Wyndham Spencer Academy,Academy sponsor led,Open,Wyndham Street,Alvaston,Derby,Derbyshire,DE24 0EP,www.wyndhamspencer.org.uk,1332571153.0,Mrs,Laurie,Baczynski,Executive Principal,,Mixed,Primary,01/09/2012,Derby South,138443,info@wyndhamspencer.org.uk,True,False,,True,
"St Mary's Catholic High School, A Catholic Voluntary Academy",Academy converter,Open,Newbold Road,Upper Newbold,Chesterfield,Derbyshire,S41 8AG,http://www.st-maryshigh.derbyshire.sch.uk,1246201191.0,Mrs,Maria,Dengate,Headteacher,Roman Catholic,Mixed,Secondary,01/08/2012,Chesterfield,138470,Safe@St.Mary,False,False,Outstanding,True,
St John Fisher Catholic Voluntary Academy,Academy sponsor led,Open,Alvaston Street,Alvaston,Derby,Derbyshire,DE24 0PA,www.stjohnfisherderby.srscmat.co.uk/,1332572154.0,Mr,Graham,Lobb,,Roman Catholic,Mixed,Primary,01/09/2012,Derby South,138514,admin@djf.srscmat.co.uk,True,False,,True,
"Saint Benedict, A Catholic Voluntary Academy",Academy converter,Open,Duffield Road,Darley Abbey,Derby,Derbyshire,DE22 1JD,https://www.stbenedictderby.srscmat.co.uk/,1332557032.0,Mrs,Hazel,Boyce,Headteacher,Roman Catholic,Mixed,Secondary,01/09/2012,Derby North,138622,enquiries@ben.srscmat.co.uk,True,False,,True,"Mr Joe Connolly, Mrs Molly Peach"
St George's Catholic Voluntary Academy,Academy converter,Open,Uplands Avenue,Littleover,Derby,Derbyshire,DE23 1GG,https://www.stgeorgesderby.srscmat.co.uk/,1332766815.0,Mrs,Rachael,Snowdon-Poole,Headteacher,Roman Catholic,Mixed,Primary,01/09/2012,Derby South,138666,admin@geo.srscmat.co.uk,True,False,Outstanding,True,
Zaytouna Primary School,Free schools,Open,500 London Road,,Derby,Derbyshire,DE24 8WH,http://zaytounaprimary.co.uk,1332383379.0,Mr,Aaron,Bird,Headteacher,Muslim,Mixed,Primary,01/09/2012,Derby South,138776,office@zaytounaprimary.co.uk,True,True,,True,"Dr Falah Amawi, Mr Abdul Basit, Mr Abdul Basit"
Landau Forte Academy Moorhead,Academy sponsor led,Open,Brackens Lane,Alvaston,Derby,Derbyshire,DE24 0AN,www.lfadm.org.uk/,1332571162.0,Mrs,Ruth,McNeil,Headteacher,Does not apply,Mixed,Primary,01/09/2012,Derby South,138790,lfcd-so-home-quick-links-remote-access-march-2020-150x150@2x.jpg,False,False,Outstanding,True,
Castle Donington College,Academy converter,Open,Mount Pleasant,Castle Donington,Derby,Derbyshire,DE74 2LN,http://www.cdcollege.uk,1332810528.0,Mrs,Victoria,Beeby,Principal,Does not apply,Mixed,Secondary,01/10/2012,North West Leicestershire,138820,postroom@cdcollege.uk,True,True,,False,
The Bolsover School,Academy converter,Open,Mooracre Lane,Bolsover,Chesterfield,Derbyshire,S44 6XA,http://www.thebolsoverschool.org,1246822105.0,Mr,Matthew,Hall,Headteacher,Does not apply,Mixed,Secondary,01/10/2012,Bolsover,138836,info@thebolsoverschool.org.uk,False,False,,False,
Measham Church of England Primary School,Academy converter,Open,Bosworth Road,Measham,Swadlincote,Derbyshire,DE12 7LG,www.meashamprimary.org,1530271019.0,Miss,Hannah,Carter,Headteacher,Church of England,Mixed,Primary,01/12/2012,North West Leicestershire,139097,office@measham.risemat.co.uk,False,False,,True,
Bishop Lonsdale Church of England Primary School and Nursery,Academy sponsor led,Open,St Albans Road,,Derby,Derbyshire,DE22 3HH,www.bishoplonsdale.derby.sch.uk/,1332344795.0,Mr,M,Hetherington,,Church of England,Mixed,Primary,01/06/2014,Derby North,140842,admin@bishoplonsdale.derby.sch.uk,True,False,Good,True,
Newbold CofE Primary School,Academy sponsor led,Open,Cranborne Road,Newbold,Chesterfield,Derbyshire,S41 8PF,www.newboldchurchschool.co.uk/,1246232370.0,Mrs,Kerry,Marsh,Headteacher,Church of England,Mixed,Primary,01/07/2014,Chesterfield,140843,info@newbold-pri.derbyshire.sch.uk,True,False,,True,
The Ripley Academy,Academy converter,Open,Peasehill,,Ripley,Derbyshire,DE5 3JQ,http://ripleyacademy.org,1773746334.0,Mrs,Helen,Frost-Briggs,Principal,,Mixed,Secondary,01/09/2014,Amber Valley,141259,enquiries@ripleyacademy.org,True,False,,True,
Allenton Primary School,Academy sponsor led,Open,Brookhouse Street,Allenton,Derby,Derbyshire,DE24 9BB,http://www.allentonprimaryschool.co.uk/,1332701144.0,Mrs,Jacqui,Trowsdale,,Does not apply,Mixed,Primary,01/01/2015,Derby South,141324,admin@allenton.derby.sch.uk,True,True,,True,
Outwood Academy Newbold,Academy sponsor led,Open,Highfield Lane,Newbold,Chesterfield,Derbyshire,S41 8BA,http://www.newbold.outwood.com,1246230550.0,Mr,Rob,Southern,,Does not apply,Mixed,Secondary,01/01/2015,Chesterfield,141377,enquiries@newbold.outwood.com,False,False,Outstanding,True,
Sawley Infant and Nursery School,Academy converter,Open,Wilmot Street,Sawley,Nottingham,Derbyshire,NG10 3DQ,www.sawleyinfantschool.co.uk/,1159732652.0,Mrs,Marie,Harral,Headteacher,Does not apply,Mixed,Primary,01/11/2014,Erewash,141542,enquiries@sawley-inf.derbyshire.sch.uk,False,False,,True,
Shardlow Primary School,Academy converter,Open,Shardlow Primary School London Road,Shardlow,Derby,Derbyshire,DE72 2GR,http://www.shardlowprimary.co.uk/,1332792215.0,Mrs,Kylie,Magner,Headteacher,Does not apply,Mixed,Primary,01/11/2014,South Derbyshire,141544,enquiries@shardlow.derbyshire.sch.uk,True,True,,True,
St Giles Church of England Primary School,Academy sponsor led,Open,Starkholmes Road,,Matlock,Derbyshire,DE4 3DD,www.stgilesceprimarymatlock.co.uk,162956813.0,Mr,Ben,O'Connell,,Church of England,Mixed,Primary,01/09/2015,Derbyshire Dales,141674,enquiries@st-giles-matlock.derbyshire.sch.uk,True,True,,True,
Turnditch Church of England Primary School,Academy converter,Open,Ashbourne Road,Turnditch,Belper,Derbyshire,DE56 2LH,http://www.turnditchprimary.org.uk,1773550304.0,Mr,David,Brown,Headteacher,Church of England,Mixed,Primary,01/03/2015,Mid Derbyshire,141846,enquiries@turnditch.derbyshire.sch.uk,True,False,Good,True,"Mrs Ingrid Taylor, Miss Roxanne Bunn"
William Gilbert Endowed Church of England Primary School,Academy converter,Open,Vicarage Lane,Duffield,Belper,Derbyshire,DE56 4EB,www.williamgilbertend.derbyshire.sch.uk/,1332840395.0,Mrs,Helen,Britten,Headteacher,Church of England,Mixed,Primary,01/03/2015,Mid Derbyshire,141850,enquiries@williamgilbertend.derbyshire.sch.uk,False,False,Outstanding,True,
Firs Primary School,Academy sponsor led,Open,Raven Street,,Derby,Derbyshire,DE22 3WA,www.firsprimary.derby.sch.uk,1332346230.0,Mrs,Paula,Martin,,Does not apply,Mixed,Primary,01/01/2018,Derby North,142041,admin@firsprimary.derby.sch.uk,False,False,Good,True,
St Philip Howard Catholic Voluntary Academy,Academy sponsor led,Open,Sunlaws Street,,Glossop,Derbyshire,SK13 8DR,https://www.stphiliphowardglossop.srscmat.co.uk/,1457853611.0,Mr,Michael,Kays,,Roman Catholic,Mixed,Secondary,01/09/2015,High Peak,142042,enquiries@sph.srscmat.co.uk,True,False,,True,
Inkersall Spencer Academy,Academy sponsor led,Open,Inkersall Green Road,Inkersall,Chesterfield,Derbyshire,S43 3SE,www.inkersallspencer.org.uk,1246472370.0,Mrs,Sarah,Allison,,Does not apply,Mixed,Primary,01/09/2015,Chesterfield,142043,info@inkersallspencer.org.uk,True,False,,True,
Manifold Church of England Primary School,Academy converter,Open,Off Leek Road,Warslow,Buxton,Derbyshire,SK17 0JP,www.manifold.staffs.sch.uk,1298384293.0,,Kelly,Stanesby,Headteacher,Church of England,Mixed,Primary,01/09/2015,Staffordshire Moorlands,142275,kstanesby@tmpf.staffs.sch.uk,True,False,Good,True,
David Nieper Academy,Academy sponsor led,Open,Grange Street,,Alfreton,Derbyshire,DE55 7JA,http://davidnieper.academy/,1773832331.0,Mr,Richard,White,Head Teacher,Does not apply,Mixed,Secondary,01/09/2016,Amber Valley,142405,info@davidnieper.academy,True,False,Good,True,"Mr Richard White, Mr Christopher Endacott, Mr Chris Ruddy"
John Flamsteed Community School,Academy converter,Open,Derby Road,Denby,Ripley,Derbyshire,DE5 8NP,http://www.jfcs.org.uk/,1332880260.0,Mrs,Helen,Frost-Briggs,Headteacher,Does not apply,Mixed,Secondary,01/04/2016,Amber Valley,142710,enquiries@jfcs.org.uk,True,False,,True,
Swanwick Hall School,Academy converter,Open,Derby Road,Swanwick,Alfreton,Derbyshire,DE55 1AE,https://www.swanwickhall.ttct.co.uk/,1773602106.0,Mrs,Emma,Howard,Headteacher,Does not apply,Mixed,Secondary,01/04/2016,Amber Valley,142741,enquiries@swanwickhall.ttct.co.uk,False,False,,True,
Walter Evans Church of England Aided Primary School,Academy converter,Open,Darley Abbey Drive,Darley Abbey,Derby,Derbyshire,DE22 1EF,http://www.walterevans.derby.sch.uk,1332557139.0,Mr,David,Brown,Headteacher,Church of England,Mixed,Primary,01/04/2016,Derby North,142752,admin@walterevans.derby.sch.uk,True,False,,True,Dr Peter Meakin
Somercotes Infant and Nursery School,Academy sponsor led,Open,Nottingham Road,Somercotes,Alfreton,Derbyshire,DE55 4LY,www.learnerstrust.org/sis,1773608678.0,Mr,Ben,Rowland,,Does not apply,Mixed,Primary,01/09/2017,Amber Valley,142812,SISInfo@learnerstrust.org,False,False,,False,
St Joseph's Catholic Voluntary Academy,Academy sponsor led,Open,Chesterfield Road,,Matlock,Derbyshire,DE4 3FT,stjosephsmatlock.srscmat.co.uk,1629583616.0,Mrs,Stacey,Carr,,Roman Catholic,Mixed,Primary,01/11/2016,Derbyshire Dales,142827,enquiries@joe.srscmat.co.uk,True,False,,True,
Darley Churchtown Church of England Primary School,Academy converter,Open,Church Road,Darley Dale,Matlock,Derbyshire,DE4 2GL,www.darleychurchtownschool.co.uk,1629732236.0,Mr,Ben,O'Connell,Headteacher,Church of England,Mixed,Primary,01/05/2017,Derbyshire Dales,142839,info@ddat.org.uk,True,True,,True,
Christ Church CofE Primary School,Academy converter,Open,Tapton View Road,Stonegravels,Chesterfield,Derbyshire,S41 7JU,https://www.christchurchcofe.co.uk/,1246273569.0,Mrs,Susan,Davies-Beckett,Headteacher,Church of England,Mixed,Primary,01/09/2016,Chesterfield,143180,headteacher@christchurch.derbyshire.sch.uk,True,True,Good,True,
Holbrook Church of England Primary School,Academy converter,Open,Moorside Lane,Holbrook,Belper,Derbyshire,DE56 0TW,www.holbrookceprimary.co.uk/,1332880277.0,Mrs,Ingrid,Taylor,Headteacher,Church of England,Mixed,Primary,01/10/2016,Amber Valley,143450,info@holbrook.derbyshire.sch.uk,False,False,,False,
St Edward's Catholic Academy,Academy sponsor led,Open,Newhall Road,,Swadlincote,Derbyshire,DE11 0BD,www.stedwardsswadlincote.srscmat.co.uk,1283216721.0,Mrs,Kay,Methven,,Roman Catholic,Mixed,Primary,01/10/2016,South Derbyshire,143513,office@edw.srscmat.co.uk,True,False,,True,
Mary Swanwick Primary School,Academy converter,Open,Church Street North,Old Whittington,Chesterfield,Derbyshire,S41 9QW,www.learnerstrust.org,1246450597.0,Mrs,Katie,Parr,Executive Headteacher,Does not apply,Mixed,Primary,01/06/2017,Chesterfield,143578,MSPInfo@learnerstrust.org,False,False,,False,
Brimington Manor Infant and Nursery School,Academy converter,Open,Manor Road,Brimington Common,Chesterfield,Derbyshire,S43 1NT,https://www.learnerstrust.org/brimington-manor,1246234078.0,Mrs,Katie,Dennis,Headteacher,Does not apply,Mixed,Primary,01/12/2016,Chesterfield,143579,info@brimingtonmanor.derbyshire,False,False,,False,
Brimington Junior School,Academy converter,Open,Springvale Road,Brimington,Chesterfield,Derbyshire,S43 1HF,https://www.learnerstrust.org/bjs,1246232505.0,Mr,Nick,Newberry,Executive Head,Does not apply,Mixed,Primary,01/12/2016,Chesterfield,143580,BJSInfo@learnerstrust.org,False,False,,False,
Albert Village Primary School,Academy converter,Open,Occupation Road,Albert Village,Swadlincote,Derbyshire,DE11 8HA,www.albertvillage.leics.sch.uk,1283217880.0,Mrs,Cheryl,Lott,Headteacher,Does not apply,Mixed,Primary,01/01/2017,North West Leicestershire,143608,office@albertvillage.risemat.co.uk,True,False,,False,
Oakthorpe Primary School,Academy converter,Open,School Street,Oakthorpe,Swadlincote,Derbyshire,DE12 7RE,www.oakthorpeprimary.co.uk,1530270383.0,Mrs,Rachel,Culpan,Headteacher,Does not apply,Mixed,Primary,01/01/2017,Hinckley and Bosworth,143611,office@oakthorpe.risemat.co.uk,True,False,Good,True,
Derby Cathedral School,Free schools,Open,Great Northern Road,,Derby,Derbyshire,DE1 1LR,www.derbycathedralschool.org.uk,1332325710.0,Mrs,Jenny,Brown,,Church of England,Mixed,Secondary,03/09/2018,Derby North,143734,info@derbycathedralschool.org.uk,True,False,,True,
Noel-Baker Academy,Academy sponsor led,Open,Bracknell Drive,Alvaston,Derby,Derbyshire,DE24 0BR,www.noelbakeracademy.co.uk,1332572026.0,Mrs,Kate,Richardson,Headteacher,Does not apply,Mixed,Secondary,01/02/2017,Derby South,143853,enquiries@noelbakeracademy.co.uk,True,False,Outstanding,True,
Hardwick Primary School,Academy converter,Open,Dover Street,,Derby,Derbyshire,DE23 6QP,www.hardwickprimaryschoolderby.co.uk/,1332272249.0,Mr,Jonathan,Gallimore,Executive Headteacher,Does not apply,Mixed,Primary,01/01/2018,Derby South,143875,safeguarding@hardwick.derby.sch.uk,True,False,Outstanding,True,
Lees Brook Academy,Academy converter,Open,Morley Road,Chaddesden,Derby,Derbyshire,DE21 4QX,http://www.leesbrook.co.uk,1332671723.0,Mrs,Clare,Watson,,,Mixed,Secondary,01/01/2017,Derby North,143934,schoolinfo@leesbrook.co.uk,True,False,,True,
Springfield Junior School,Academy sponsor led,Open,Springfield Road,,Swadlincote,Derbyshire,DE11 0BU,www.springfield.derbyshire.sch.uk,1283217855.0,Mrs,Gill,Cormack,,Does not apply,Mixed,Primary,01/06/2017,South Derbyshire,143953,info@springfield.derbyshire.sch.uk,True,False,,True,
Castle View Primary School,Academy converter,Open,School Road,,Matlock,Derbyshire,DE4 3DS,www.castleviewmatlock.com,1629582699.0,Miss,Amie,Wilton,Headteacher,Does not apply,Mixed,Primary,01/02/2018,Derbyshire Dales,143968,info@castleview.derbyshire.sch.uk,True,True,,False,
New Whittington Community Primary School,Academy sponsor led,Open,London Street,New Whittington,Chesterfield,Derbyshire,S43 2AQ,https://www.learnerstrust.org/nwp,1246450688.0,Miss,Emma,Tooley,,Does not apply,Mixed,Primary,01/04/2017,North East Derbyshire,144012,NWPRMonaghan@learnerstrust.org,False,False,,False,
Da Vinci Academy,Academy sponsor led,Open,St Andrew's View,Breadsall,Derby,Derbyshire,DE21 4ET,www.davinciacademy.co.uk,1332831515.0,Miss,Jayne,Scattergood,Headteacher,,Mixed,Secondary,01/05/2017,Derby North,144066,office@davinci.derby.sch.uk,True,False,Good,True,
All Saints CofE Junior School,Academy converter,Open,Hurds Hollow,,Matlock,Derbyshire,DE4 3LA,http://www.allsaintsfed.derbyshire.sch.uk/,1629582913.0,Mr,Ben,O'Connell,Headteacher,Church of England,Mixed,Primary,01/04/2017,Derbyshire Dales,144067,info@allsaintsfed.derbyshire.sch.uk,True,True,,True,
All Saints CofE Infant School,Academy converter,Open,Dimple Road,,Matlock,Derbyshire,DE4 3HX,http://www.allsaintsfed.derbyshire.sch.uk/,1629582913.0,Mr,Ben,O'Connell,Headteacher,Church of England,Mixed,Primary,01/04/2017,Derbyshire Dales,144068,info@allsaintsfed.derbyshire.sch.uk,True,True,,True,
The Pingle Academy,Academy converter,Open,Coronation Street,,Swadlincote,Derbyshire,DE11 0QA,http://www.pingleacademy.com,1283216837.0,Mr,Steven,Hall,Acting Headteacher,,Mixed,Secondary,01/05/2017,South Derbyshire,144069,office.tpa@affinitylp.co.uk,False,False,Good,True,
Eckington Junior School,Academy converter,Open,School Street,Eckington,Sheffield,Derbyshire,S21 4FL,https://www.learnerstrust.org,1246432549.0,Mrs,Yvette,Cherry,Headteacher,Does not apply,Mixed,Primary,01/04/2017,North East Derbyshire,144293,EJSAdmin@learnerstrust.org,False,False,,False,
Derwent Primary School,Academy sponsor led,Open,St Mark's Road,,Derby,Derbyshire,DE21 6AL,www.derwentprimary.net,1332346222.0,Mrs,Elizabeth,Burke,,Does not apply,Mixed,Primary,01/06/2017,Derby North,144343,admin@derwentprimary.net,False,False,,False,
Temple Normanton Junior Academy,Academy sponsor led,Open,Elm Street,Temple Normanton,Chesterfield,Derbyshire,S42 5DW,www.templenormantonacademy.org,1246850389.0,Mrs,Leica,Carter,,Does not apply,Mixed,Primary,01/05/2017,Bolsover,144344,info@normanton.derbyshire.sch.uk,True,False,,True,
Heritage High School,Academy sponsor led,Open,Boughton Lane,Clowne,Chesterfield,Derbyshire,S43 4QG,,1246810259.0,Ms,Debbie,Elsdon,,Does not apply,Mixed,Secondary,01/04/2017,Bolsover,144391,info@heritage.ttct.co.uk,,,,False,
Pear Tree Community Junior School,Academy sponsor led,Open,Pear Tree Street,,Derby,Derbyshire,DE23 8PN,www.peartreej.derby.sch.uk,1332760610.0,Mrs,Natalie,Bartlett,,Does not apply,Mixed,Primary,01/07/2017,Derby South,144466,admin@peartreej.derby.sch.uk,True,True,,True,Dr Howard Handley
Scargill CofE Primary School,Academy sponsor led,Open,Beech Lane,West Hallam,Ilkeston,Derbyshire,DE7 6GU,www.scargill.derbyshire.sch.uk,1159320005.0,Mr,M,Hetherington,,Church of England,Mixed,Primary,01/09/2017,Mid Derbyshire,144467,info@scargill.derbyshire.sch.uk,True,False,,True,
St George's CofE Primary School,Academy sponsor led,Open,Church Lane,New Mills,High Peak,Derbyshire,SK22 4NP,www.st-georgescofe.co.uk,1663743222.0,Mrs,Sarah,Craig,,Church of England,Mixed,Primary,01/09/2017,High Peak,144468,info@st-georgescofe.derbyshire.sch.uk,True,True,,True,
Granville Academy,Academy converter,Open,Burton Road,Woodville,Swadlincote,Derbyshire,DE11 7JR,http://www.granvilleacademy.co.uk,1283216765.0,Mrs,Michelle,Oliphant,Headteacher,Does not apply,Mixed,Secondary,01/09/2017,South Derbyshire,144533,office.grn@affinitylp.co.uk,False,False,,False,
Ironville and Codnor Park Primary School,Academy sponsor led,Open,Victoria Street,,Ironville,Derbyshire,NG16 5NB,www.ironvillecodnorpark.derbyshire.sch.uk,1773602936.0,Mrs,Jane,Grundy,,Does not apply,Mixed,Primary,01/03/2018,Amber Valley,144607,info@ironvillecodnorpark.derbyshire.sch.uk,True,False,,True,
Breadsall Hill Top Primary School,Academy sponsor led,Open,St Andrew's View,,Derby,Derbyshire,DE21 4ET,BHTP.co.uk,1332341451.0,Mr,Matt,Lawrence,,Does not apply,Mixed,Primary,01/07/2017,Derby North,144624,admin@bhtp.derby.sch.uk,True,True,,True,
Cavendish Close Junior Academy,Academy sponsor led,Open,Deborah Drive,Chaddesden,Derby,Derbyshire,DE21 4RJ,www.cavendish.theharmonytrust.org,1332672338.0,Mrs,Michelle,Tague,,Does not apply,Mixed,Primary,01/09/2017,Derby North,144822,info@cavendish.theharmonytrust.org,True,False,,True,
Somerlea Park Junior School,Academy sponsor led,Open,Bank Street,Somercotes,Alfreton,Derbyshire,DE55 4JE,www.learnerstrust.org/spj,1773602258.0,Mrs,Daisy,Rizo,,Does not apply,Mixed,Primary,01/09/2017,Amber Valley,144949,SPJInfo@learnerstrust.org,False,False,,False,
Blackfordby St Margaret's Church of England Primary School,Academy sponsor led,Open,Off Main Street,Blackfordby,Swadlincote,Derbyshire,DE11 8AB,www.blackfordbyschool.org/,1283217702.0,Mrs,Hayley,Ryder-Smith,Headteacher,Church of England,Mixed,Primary,01/10/2017,North West Leicestershire,145084,office@blackfordby.risemat.co.uk,True,True,Good,True,
Frederick Gent School,Academy sponsor led,Open,Mansfield Road,South Normanton,Alfreton,Derbyshire,DE55 2ER,https://www.frederickgent.ttct.co.uk/,1773811737.0,Mr,Christopher,Woollard,,Does not apply,Mixed,Secondary,01/11/2017,Bolsover,145109,office@frederickgent.ttct.co.uk,False,False,,True,
City of Derby Academy,Academy sponsor led,Open,Farmhouse Road,Sinfin,Derby,Derbyshire,DE24 3AR,www.cityofderbyacademy.org,1332270450.0,Mr,A,Harding,,,Mixed,Secondary,01/09/2017,Derby South,145132,admin@cityofderbyacademy.org,True,False,,True,
Bolsover Church of England Junior School,Academy sponsor led,Open,Horsehead Lane,Bolsover,Chesterfield,Derbyshire,S44 6XH,www.bolsover-jun.derbyshire.sch.uk,1246822324.0,Mrs,Claire,Bailey,,Church of England,Mixed,Primary,01/11/2017,Bolsover,145233,info@bolsover-jun.derbyshire.sch.uk,True,False,,True,
Dunston Primary and Nursery Academy,Academy sponsor led,Open,Dunston Lane,Newbold,Chesterfield,Derbyshire,S41 8EY,www.dunston.derbyshire.sch.uk,1246450601.0,Mrs,Louise,Parker,Headteacher,Does not apply,Mixed,Primary,01/02/2018,Chesterfield,145250,info@dunston-mlt.co.uk,True,True,Outstanding,True,
Street Lane Primary School,Academy converter,Open,Street Lane,Denby,Ripley,Derbyshire,DE5 8NE,www.streetlane.derbyshire.sch.uk/,1773742717.0,Mrs,Natasha,Austin-Cooke,Headteacher,Does not apply,Mixed,Primary,01/05/2018,Amber Valley,145251,info@streetlane.derbyshire.sch.uk,True,False,,True,
